date,symbol,side,strike,contracts,entryAt,entryPremium,exitAt,exitPremium,pnl,balanceAfter,reason
2026-06-03,SPY260603P00756000,Put,756,3,2026-06-17T06:18:01.425Z,1.27,2026-06-17T06:18:01.443Z,1.21,-18,1991,"Profit-lock stop: premium 1.21 ≤ locked stop 1.33 (raised to +5% profit after reaching +15% MFE)"
2026-06-03,SPY260603P00756000,Put,756,4,2026-06-17T06:18:01.578Z,1.23,2026-06-17T06:18:01.672Z,1.41,72,2063,"Trailing stop: premium 1.41 ≤ 15% give-back from peak 1.81 (trail 1.54; armed at +25%)"
2026-06-03,SPY260603P00755000,Put,755,4,2026-06-17T06:18:02.000Z,1.05,2026-06-17T06:18:02.058Z,0.98,-28,2035,"Breakeven stop: premium 0.98 ≤ protected stop 1.05 (raised to entry 1.05 after reaching +10% MFE)"
2026-06-03,SPY260603P00755000,Put,755,4,2026-06-17T06:18:02.101Z,1,2026-06-17T06:18:02.132Z,0.97,-12,2023,"Breakeven stop: premium 0.97 ≤ protected stop 1.00 (raised to entry 1.00 after reaching +10% MFE)"
2026-06-03,SPY260603P00755000,Put,755,4,2026-06-17T06:18:02.202Z,1.15,2026-06-17T06:18:02.211Z,1.17,8,2031,"Profit-lock stop: premium 1.17 ≤ locked stop 1.21 (raised to +5% profit after reaching +15% MFE)"
2026-06-03,SPY260603P00754000,Put,754,4,2026-06-17T06:18:02.440Z,0.83,2026-06-17T06:18:02.462Z,0.94,44,2075,"Trailing stop: premium 0.94 ≤ 15% give-back from peak 1.13 (trail 0.96; armed at +25%)"
2026-06-03,SPY260603P00754000,Put,754,4,2026-06-17T06:18:02.494Z,0.95,2026-06-17T06:18:02.525Z,1.11,64,2139,"Trailing stop: premium 1.11 ≤ 15% give-back from peak 1.36 (trail 1.16; armed at +25%)"
2026-06-03,SPY260603P00756000,Put,756,4,2026-06-17T06:18:03.845Z,1,2026-06-17T06:18:03.928Z,1.21,84,2223,"Trailing stop: premium 1.21 ≤ 15% give-back from peak 1.47 (trail 1.25; armed at +25%)"
2026-06-03,SPY260603P00755000,Put,755,4,2026-06-17T06:18:03.938Z,0.71,2026-06-17T06:18:03.966Z,0.82,44,2267,"Trailing stop: premium 0.82 ≤ 15% give-back from peak 0.97 (trail 0.82; armed at +25%)"
2026-06-03,SPY260603P00755000,Put,755,4,2026-06-17T06:18:03.983Z,0.77,2026-06-17T06:18:04.017Z,1.06,116,2383,"End-of-session flatten (backtest)"
2026-06-04,SPY260604C00753000,Call,753,3,2026-06-17T06:18:05.694Z,1.48,2026-06-17T06:18:05.703Z,1.15,-99,2284,"Stop loss: premium 1.15 ≤ stop 1.18 (20% loss)"
2026-06-04,SPY260604C00753000,Call,753,4,2026-06-17T06:18:06.006Z,1.19,2026-06-17T06:18:06.010Z,1.35,64,2348,"Trailing stop: premium 1.35 ≤ 15% give-back from peak 1.63 (trail 1.39; armed at +25%)"
2026-06-04,SPY260604C00753000,Call,753,3,2026-06-17T06:18:06.017Z,1.55,2026-06-17T06:18:06.028Z,1.64,27,2375,"Trailing stop: premium 1.64 ≤ 15% give-back from peak 1.96 (trail 1.67; armed at +25%)"
2026-06-04,SPY260604C00754000,Call,754,4,2026-06-17T06:18:06.301Z,1.15,2026-06-17T06:18:06.388Z,1.92,308,2683,"Trailing stop: premium 1.92 ≤ 15% give-back from peak 2.26 (trail 1.92; armed at +25%)"
2026-06-04,SPY260604C00756000,Call,756,4,2026-06-17T06:18:07.319Z,0.92,2026-06-17T06:18:07.350Z,0.97,20,2703,"Profit-lock stop: premium 0.97 ≤ locked stop 0.97 (raised to +5% profit after reaching +15% MFE)"
2026-06-04,SPY260604C00757000,Call,757,4,2026-06-17T06:18:07.583Z,0.52,2026-06-17T06:18:07.599Z,0.53,4,2707,"Profit-lock stop: premium 0.53 ≤ locked stop 0.55 (raised to +5% profit after reaching +15% MFE)"
